GOterm	disease_n	neutral_n	disease_p	neutral_p	golor	subontology	description
GO0031267	34	42	0.0333	0.0157	1.0809	molecular_function	'small GTPase binding'
GO0017016	34	42	0.0333	0.0157	1.0809	molecular_function	'Ras GTPase binding'
GO0008021	21	26	0.0206	0.0097	1.0777	cellular_component	'synaptic vesicle'
GO0050906	25	31	0.0245	0.0116	1.0754	biological_process	'detection of stimulus involved in sensory perception'
GO0010605	256	318	0.2507	0.1192	1.0729	biological_process	'negative regulation of macromolecule metabolic process'
GO0044711	85	106	0.0833	0.0397	1.0672	biological_process	'single-organism biosynthetic process'
GO0097381	24	30	0.0235	0.0112	1.0638	cellular_component	'photoreceptor disc membrane'
GO0072156	4	5	0.0039	0.0019	1.0638	biological_process	'distal tubule morphogenesis'
GO0072088	4	5	0.0039	0.0019	1.0638	biological_process	'nephron epithelium morphogenesis'
GO0072078	4	5	0.0039	0.0019	1.0638	biological_process	'nephron tubule morphogenesis'
GO0061333	4	5	0.0039	0.0019	1.0638	biological_process	'renal tubule morphogenesis'
GO0050852	32	40	0.0313	0.0150	1.0638	biological_process	'T cell receptor signaling pathway'
GO0042306	28	35	0.0274	0.0131	1.0638	biological_process	'regulation of protein import into nucleus'
GO0015698	4	5	0.0039	0.0019	1.0638	biological_process	'inorganic anion transport'
GO0014823	12	15	0.0118	0.0056	1.0638	biological_process	'response to activity'
GO0010837	4	5	0.0039	0.0019	1.0638	biological_process	'regulation of keratinocyte proliferation'
GO0007224	20	25	0.0196	0.0094	1.0638	biological_process	'smoothened signaling pathway'
GO0006821	4	5	0.0039	0.0019	1.0638	biological_process	'chloride transport'
GO0097458	227	285	0.2223	0.1068	1.0575	cellular_component	'neuron part'
GO0050773	35	44	0.0343	0.0165	1.0556	biological_process	'regulation of dendrite development'
GO1901135	50	63	0.0490	0.0236	1.0524	biological_process	'carbohydrate derivative metabolic process'
GO0032989	137	173	0.1342	0.0648	1.0492	biological_process	'cellular component morphogenesis'
GO0005770	19	24	0.0186	0.0090	1.0487	cellular_component	'late endosome'
GO0003006	234	297	0.2292	0.1113	1.0418	biological_process	'developmental process involved in reproduction'
GO0005741	37	47	0.0362	0.0176	1.0406	cellular_component	'mitochondrial outer membrane'
GO0031529	11	14	0.0108	0.0052	1.0379	biological_process	'ruffle organization'
GO0022602	18	23	0.0176	0.0086	1.0321	biological_process	'ovulation cycle process'
GO1902403	53	68	0.0519	0.0255	1.0262	biological_process	'signal transduction involved in mitotic DNA integrity checkpoint'
GO1902402	53	68	0.0519	0.0255	1.0262	biological_process	'signal transduction involved in mitotic DNA damage checkpoint'
GO0072422	53	68	0.0519	0.0255	1.0262	biological_process	'signal transduction involved in DNA damage checkpoint'
GO0072413	53	68	0.0519	0.0255	1.0262	biological_process	'signal transduction involved in mitotic cell cycle checkpoint'
GO0072401	53	68	0.0519	0.0255	1.0262	biological_process	'signal transduction involved in DNA integrity checkpoint'
GO0072395	53	68	0.0519	0.0255	1.0262	biological_process	'signal transduction involved in cell cycle checkpoint'
GO0061001	21	27	0.0206	0.0101	1.0232	biological_process	'regulation of dendritic spine morphogenesis'
GO0055114	14	18	0.0137	0.0067	1.0232	biological_process	'oxidation-reduction process'
GO0042391	21	27	0.0206	0.0101	1.0232	biological_process	'regulation of membrane potential'
GO0035640	21	27	0.0206	0.0101	1.0232	biological_process	'exploration behavior'
GO0007052	14	18	0.0137	0.0067	1.0232	biological_process	'mitotic spindle organization'
GO0000151	7	9	0.0069	0.0034	1.0232	cellular_component	'ubiquitin ligase complex'
GO0065008	544	701	0.5328	0.2627	1.0200	biological_process	'regulation of biological quality'
GO0042692	27	35	0.0264	0.0131	1.0114	biological_process	'muscle cell differentiation'
GO0031396	87	113	0.0852	0.0424	1.0085	biological_process	'regulation of protein ubiquitination'
GO0031397	10	13	0.0098	0.0049	1.0073	biological_process	'negative regulation of protein ubiquitination'
GO0090218	46	60	0.0451	0.0225	1.0024	biological_process	'positive regulation of lipid kinase activity'
GO0043552	46	60	0.0451	0.0225	1.0024	biological_process	'positive regulation of phosphatidylinositol 3-kinase activity'
GO0043551	46	60	0.0451	0.0225	1.0024	biological_process	'regulation of phosphatidylinositol 3-kinase activity'
GO0043550	46	60	0.0451	0.0225	1.0024	biological_process	'regulation of lipid kinase activity'
GO0090068	98	128	0.0960	0.0480	1.0005	biological_process	'positive regulation of cell cycle process'
GO0005102	98	128	0.0960	0.0480	1.0005	molecular_function	'receptor binding'
GO0006950	664	868	0.6503	0.3253	0.9993	biological_process	'response to stress'
GO1902749	42	55	0.0411	0.0206	0.9967	biological_process	'regulation of cell cycle G2/M phase transition'
GO0010389	42	55	0.0411	0.0206	0.9967	biological_process	'regulation of G2/M transition of mitotic cell cycle'
GO0005057	242	317	0.2370	0.1188	0.9963	molecular_function	'receptor signaling protein activity'
GO0050863	45	59	0.0441	0.0221	0.9950	biological_process	'regulation of T cell activation'
GO0042221	808	1062	0.7914	0.3981	0.9914	biological_process	'response to chemical'
GO0048869	698	918	0.6836	0.3441	0.9905	biological_process	'cellular developmental process'
GO0031295	19	25	0.0186	0.0094	0.9898	biological_process	'T cell costimulation'
GO0031294	19	25	0.0186	0.0094	0.9898	biological_process	'lymphocyte costimulation'
GO0048583	895	1178	0.8766	0.4415	0.9894	biological_process	'regulation of response to stimulus'
GO0048729	294	387	0.2880	0.1451	0.9893	biological_process	'tissue morphogenesis'
GO1902533	440	580	0.4310	0.2174	0.9872	biological_process	'positive regulation of intracellular signal transduction'
GO1900180	28	37	0.0274	0.0139	0.9837	biological_process	'regulation of protein localization to nucleus'
GO0009892	256	341	0.2507	0.1278	0.9721	biological_process	'negative regulation of metabolic process'
GO0071157	3	4	0.0029	0.0015	0.9707	biological_process	'negative regulation of cell cycle arrest'
GO0061029	3	4	0.0029	0.0015	0.9707	biological_process	'eyelid development in camera-type eye'
GO0060998	21	28	0.0206	0.0105	0.9707	biological_process	'regulation of dendritic spine development'
GO0055086	36	48	0.0353	0.0180	0.9707	biological_process	'nucleobase-containing small molecule metabolic process'
GO0051090	162	216	0.1587	0.0810	0.9707	biological_process	'regulation of sequence-specific DNA binding transcription factor activity'
GO0051018	21	28	0.0206	0.0105	0.9707	molecular_function	'protein kinase A binding'
GO0050966	12	16	0.0118	0.0060	0.9707	biological_process	'detection of mechanical stimulus involved in sensory perception of pain'
GO0045060	6	8	0.0059	0.0030	0.9707	biological_process	'negative thymic T cell selection'
GO0044262	9	12	0.0088	0.0045	0.9707	biological_process	'cellular carbohydrate metabolic process'
GO0043383	6	8	0.0059	0.0030	0.9707	biological_process	'negative T cell selection'
GO0043204	3	4	0.0029	0.0015	0.9707	cellular_component	'perikaryon'
GO0032425	3	4	0.0029	0.0015	0.9707	biological_process	'positive regulation of mismatch repair'
GO0032423	3	4	0.0029	0.0015	0.9707	biological_process	'regulation of mismatch repair'
GO0009117	36	48	0.0353	0.0180	0.9707	biological_process	'nucleotide metabolic process'
GO0007635	3	4	0.0029	0.0015	0.9707	biological_process	'chemosensory behavior'
GO0006753	36	48	0.0353	0.0180	0.9707	biological_process	'nucleoside phosphate metabolic process'
GO0005802	21	28	0.0206	0.0105	0.9707	cellular_component	'trans-Golgi network'
GO0003382	3	4	0.0029	0.0015	0.9707	biological_process	'epithelial cell morphogenesis'
GO0051346	50	67	0.0490	0.0251	0.9635	biological_process	'negative regulation of hydrolase activity'
GO2001237	38	51	0.0372	0.0191	0.9613	biological_process	'negative regulation of extrinsic apoptotic signaling pathway'
GO2001234	38	51	0.0372	0.0191	0.9613	biological_process	'negative regulation of apoptotic signaling pathway'
GO0098590	81	110	0.0793	0.0412	0.9443	cellular_component	'plasma membrane region'
GO0043406	198	269	0.1939	0.1008	0.9437	biological_process	'positive regulation of MAP kinase activity'
GO1902750	39	53	0.0382	0.0199	0.9433	biological_process	'negative regulation of cell cycle G2/M phase transition'
GO0072434	39	53	0.0382	0.0199	0.9433	biological_process	'signal transduction involved in mitotic G2 DNA damage checkpoint'
GO0072425	39	53	0.0382	0.0199	0.9433	biological_process	'signal transduction involved in G2 DNA damage checkpoint'
GO0071044	39	53	0.0382	0.0199	0.9433	biological_process	'histone mRNA catabolic process'
GO0048599	39	53	0.0382	0.0199	0.9433	biological_process	'oocyte development'
GO0042159	39	53	0.0382	0.0199	0.9433	biological_process	'lipoprotein catabolic process'
GO0042157	39	53	0.0382	0.0199	0.9433	biological_process	'lipoprotein metabolic process'
GO0035825	39	53	0.0382	0.0199	0.9433	biological_process	'reciprocal DNA recombination'
GO0030889	39	53	0.0382	0.0199	0.9433	biological_process	'negative regulation of B cell proliferation'
GO0030888	39	53	0.0382	0.0199	0.9433	biological_process	'regulation of B cell proliferation'
GO0010972	39	53	0.0382	0.0199	0.9433	biological_process	'negative regulation of G2/M transition of mitotic cell cycle'
GO0008334	39	53	0.0382	0.0199	0.9433	biological_process	'histone mRNA metabolic process'
GO0007131	39	53	0.0382	0.0199	0.9433	biological_process	'reciprocal meiotic recombination'
GO0002331	39	53	0.0382	0.0199	0.9433	biological_process	'pre-B cell allelic exclusion'
GO0000725	39	53	0.0382	0.0199	0.9433	biological_process	'recombinational repair'
GO0000724	39	53	0.0382	0.0199	0.9433	biological_process	'double-strand break repair via homologous recombination'
GO0031347	144	196	0.1410	0.0735	0.9410	biological_process	'regulation of defense response'
GO0003002	88	120	0.0862	0.0450	0.9383	biological_process	'regionalization'
GO0043408	392	535	0.3839	0.2005	0.9371	biological_process	'regulation of MAPK cascade'
GO0090316	30	41	0.0294	0.0154	0.9351	biological_process	'positive regulation of intracellular protein transport'
GO0043547	54	74	0.0529	0.0277	0.9312	biological_process	'positive regulation of GTPase activity'
GO0042802	390	535	0.3820	0.2005	0.9297	molecular_function	'identical protein binding'
GO0031982	424	583	0.4153	0.2185	0.9263	cellular_component	'vesicle'
GO0007050	64	88	0.0627	0.0330	0.9263	biological_process	'cell cycle arrest'
GO0009952	85	117	0.0833	0.0439	0.9248	biological_process	'anterior/posterior pattern specification'
GO0032879	460	636	0.4505	0.2384	0.9184	biological_process	'regulation of localization'
GO0047485	39	54	0.0382	0.0202	0.9163	molecular_function	'protein N-terminus binding'
GO0031398	39	54	0.0382	0.0202	0.9163	biological_process	'positive regulation of protein ubiquitination'
GO0007568	91	126	0.0891	0.0472	0.9163	biological_process	'aging'
GO0008610	57	79	0.0558	0.0296	0.9149	biological_process	'lipid biosynthetic process'
GO0044429	67	93	0.0656	0.0349	0.9127	cellular_component	'mitochondrial part'
GO0040011	401	557	0.3928	0.2088	0.9117	biological_process	'locomotion'
GO0001817	131	182	0.1283	0.0682	0.9114	biological_process	'regulation of cytokine production'
GO0051222	41	57	0.0402	0.0214	0.9104	biological_process	'positive regulation of protein transport'
GO0009743	23	32	0.0225	0.0120	0.9093	biological_process	'response to carbohydrate'
GO0071902	210	293	0.2057	0.1098	0.9053	biological_process	'positive regulation of protein serine/threonine kinase activity'
GO0008047	53	74	0.0519	0.0277	0.9042	molecular_function	'enzyme activator activity'
GO0031966	63	88	0.0617	0.0330	0.9036	cellular_component	'mitochondrial membrane'
GO0051050	144	202	0.1410	0.0757	0.8975	biological_process	'positive regulation of transport'
GO0044281	74	104	0.0725	0.0390	0.8948	biological_process	'small molecule metabolic process'
GO0050768	32	45	0.0313	0.0169	0.8939	biological_process	'negative regulation of neurogenesis'
GO0048522	912	1287	0.8932	0.4824	0.8889	biological_process	'positive regulation of cellular process'
GO0030097	53	75	0.0519	0.0281	0.8849	biological_process	'hemopoiesis'
GO0030182	36	51	0.0353	0.0191	0.8833	biological_process	'neuron differentiation'
GO0042995	227	323	0.2223	0.1211	0.8769	cellular_component	'cell projection'
GO0009966	742	1056	0.7267	0.3958	0.8767	biological_process	'regulation of signal transduction'
GO1902042	14	20	0.0137	0.0075	0.8712	biological_process	'negative regulation of extrinsic apoptotic signaling pathway via death domain receptors'
GO0090037	7	10	0.0069	0.0037	0.8712	biological_process	'positive regulation of protein kinase C signaling'
GO0090036	7	10	0.0069	0.0037	0.8712	biological_process	'regulation of protein kinase C signaling'
GO0072332	7	10	0.0069	0.0037	0.8712	biological_process	'intrinsic apoptotic signaling pathway by p53 class mediator'
GO0070482	70	100	0.0686	0.0375	0.8712	biological_process	'response to oxygen levels'
GO0060312	7	10	0.0069	0.0037	0.8712	biological_process	'regulation of blood vessel remodeling'
GO0044325	21	30	0.0206	0.0112	0.8712	molecular_function	'ion channel binding'
GO0042330	42	60	0.0411	0.0225	0.8712	biological_process	'taxis'
GO0042304	7	10	0.0069	0.0037	0.8712	biological_process	'regulation of fatty acid biosynthetic process'
GO0033762	7	10	0.0069	0.0037	0.8712	biological_process	'response to glucagon'
GO0017157	21	30	0.0206	0.0112	0.8712	biological_process	'regulation of exocytosis'
GO0010575	7	10	0.0069	0.0037	0.8712	biological_process	'positive regulation vascular endothelial growth factor production'
GO0010574	7	10	0.0069	0.0037	0.8712	biological_process	'regulation of vascular endothelial growth factor production'
GO0006935	42	60	0.0411	0.0225	0.8712	biological_process	'chemotaxis'
GO0007584	23	33	0.0225	0.0124	0.8649	biological_process	'response to nutrient'
GO0007051	23	33	0.0225	0.0124	0.8649	biological_process	'spindle organization'
GO1902400	39	56	0.0382	0.0210	0.8638	biological_process	'intracellular signal transduction involved in G1 DNA damage checkpoint'
GO0072431	39	56	0.0382	0.0210	0.8638	biological_process	'signal transduction involved in mitotic G1 DNA damage checkpoint'
GO0006977	39	56	0.0382	0.0210	0.8638	biological_process	'DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest'
GO0022610	164	237	0.1606	0.0888	0.8546	biological_process	'biological adhesion'
GO0007155	164	237	0.1606	0.0888	0.8546	biological_process	'cell adhesion'
GO0006898	20	29	0.0196	0.0109	0.8497	biological_process	'receptor-mediated endocytosis'
GO0050715	11	16	0.0108	0.0060	0.8452	biological_process	'positive regulation of cytokine secretion'
GO0050714	11	16	0.0108	0.0060	0.8452	biological_process	'positive regulation of protein secretion'
GO0050708	11	16	0.0108	0.0060	0.8452	biological_process	'regulation of protein secretion'
GO0050707	11	16	0.0108	0.0060	0.8452	biological_process	'regulation of cytokine secretion'
GO0004708	33	48	0.0323	0.0180	0.8452	molecular_function	'MAP kinase kinase activity'
GO0044708	79	115	0.0774	0.0431	0.8441	biological_process	'single-organism behavior'
GO0007610	79	115	0.0774	0.0431	0.8441	biological_process	'behavior'
GO0072331	46	67	0.0451	0.0251	0.8432	biological_process	'signal transduction by p53 class mediator'
GO0022414	265	386	0.2595	0.1447	0.8432	biological_process	'reproductive process'
GO0022400	24	35	0.0235	0.0131	0.8415	biological_process	'regulation of rhodopsin mediated signaling pathway'
GO0016056	24	35	0.0235	0.0131	0.8415	biological_process	'rhodopsin mediated signaling pathway'
GO0009584	24	35	0.0235	0.0131	0.8415	biological_process	'detection of visible light'
GO0009583	24	35	0.0235	0.0131	0.8415	biological_process	'detection of light stimulus'
GO0007603	24	35	0.0235	0.0131	0.8415	biological_process	'phototransduction, visible light'
GO0007602	24	35	0.0235	0.0131	0.8415	biological_process	'phototransduction'
GO0036293	63	92	0.0617	0.0345	0.8395	biological_process	'response to decreased oxygen levels'
GO0001666	63	92	0.0617	0.0345	0.8395	biological_process	'response to hypoxia'
GO0048518	921	1346	0.9021	0.5045	0.8384	biological_process	'positive regulation of biological process'
GO0031667	52	76	0.0509	0.0285	0.8383	biological_process	'response to nutrient levels'
GO0006665	13	19	0.0127	0.0071	0.8383	biological_process	'sphingolipid metabolic process'
GO0006643	13	19	0.0127	0.0071	0.8383	biological_process	'membrane lipid metabolic process'
GO0050731	54	79	0.0529	0.0296	0.8369	biological_process	'positive regulation of peptidyl-tyrosine phosphorylation'
GO0023051	748	1096	0.7326	0.4108	0.8346	biological_process	'regulation of signaling'
GO0010646	748	1096	0.7326	0.4108	0.8346	biological_process	'regulation of cell communication'
GO0032388	30	44	0.0294	0.0165	0.8332	biological_process	'positive regulation of intracellular transport'
GO0010721	32	47	0.0313	0.0176	0.8312	biological_process	'negative regulation of cell development'
GO0044767	908	1340	0.8893	0.5022	0.8243	biological_process	'single-organism developmental process'
GO0005096	21	31	0.0206	0.0116	0.8239	molecular_function	'GTPase activator activity'
GO0019637	108	160	0.1058	0.0600	0.8187	biological_process	'organophosphate metabolic process'
GO0000187	126	187	0.1234	0.0701	0.8162	biological_process	'activation of MAPK activity'
GO0035174	39	58	0.0382	0.0217	0.8132	molecular_function	'histone serine kinase activity'
GO0006914	51	76	0.0500	0.0285	0.8103	biological_process	'autophagy'
GO0032502	921	1379	0.9021	0.5169	0.8034	biological_process	'developmental process'
GO0006461	219	328	0.2145	0.1229	0.8030	biological_process	'protein complex assembly'
GO2001273	2	3	0.0020	0.0011	0.8008	biological_process	'regulation of glucose import in response to insulin stimulus'
GO2000591	4	6	0.0039	0.0022	0.8008	biological_process	'positive regulation of metanephric mesenchymal cell migration'
GO2000589	4	6	0.0039	0.0022	0.8008	biological_process	'regulation of metanephric mesenchymal cell migration'
GO1903115	2	3	0.0020	0.0011	0.8008	biological_process	'regulation of actin filament-based movement'
GO1901216	60	90	0.0588	0.0337	0.8008	biological_process	'positive regulation of neuron death'
GO1900238	4	6	0.0039	0.0022	0.8008	biological_process	'regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway'
GO0090314	2	3	0.0020	0.0011	0.8008	biological_process	'positive regulation of protein targeting to membrane'
GO0090313	2	3	0.0020	0.0011	0.8008	biological_process	'regulation of protein targeting to membrane'
GO0072521	32	48	0.0313	0.0180	0.8008	biological_process	'purine-containing compound metabolic process'
GO0072284	4	6	0.0039	0.0022	0.8008	biological_process	'metanephric S-shaped body morphogenesis'
GO0072278	4	6	0.0039	0.0022	0.8008	biological_process	'metanephric comma-shaped body morphogenesis'
GO0072262	4	6	0.0039	0.0022	0.8008	biological_process	'metanephric glomerular mesangial cell proliferation involved in metanephros development'
GO0072203	4	6	0.0039	0.0022	0.8008	biological_process	'cell proliferation involved in metanephros development'
GO0072111	4	6	0.0039	0.0022	0.8008	biological_process	'cell proliferation involved in kidney development'
GO0072110	4	6	0.0039	0.0022	0.8008	biological_process	'glomerular mesangial cell proliferation'
GO0072075	4	6	0.0039	0.0022	0.8008	biological_process	'metanephric mesenchyme development'
GO0072074	4	6	0.0039	0.0022	0.8008	biological_process	'kidney mesenchyme development'
GO0072050	4	6	0.0039	0.0022	0.8008	biological_process	'S-shaped body morphogenesis'
GO0072049	4	6	0.0039	0.0022	0.8008	biological_process	'comma-shaped body morphogenesis'
GO0071670	4	6	0.0039	0.0022	0.8008	biological_process	'smooth muscle cell chemotaxis'
GO0071312	12	18	0.0118	0.0067	0.8008	biological_process	'cellular response to alkaloid'
GO0071156	44	66	0.0431	0.0247	0.8008	biological_process	'regulation of cell cycle arrest'
GO0060981	4	6	0.0039	0.0022	0.8008	biological_process	'cell migration involved in coronary angiogenesis'
GO0060973	4	6	0.0039	0.0022	0.8008	biological_process	'cell migration involved in heart development'
GO0060216	8	12	0.0078	0.0045	0.8008	biological_process	'definitive hemopoiesis'
GO0051602	12	18	0.0118	0.0067	0.8008	biological_process	'response to electrical stimulus'
GO0050848	6	9	0.0059	0.0034	0.8008	biological_process	'regulation of calcium-mediated signaling'
GO0048745	4	6	0.0039	0.0022	0.8008	biological_process	'smooth muscle tissue development'
GO0044253	4	6	0.0039	0.0022	0.8008	biological_process	'positive regulation of multicellular organismal metabolic process'
GO0044246	4	6	0.0039	0.0022	0.8008	biological_process	'regulation of multicellular organismal metabolic process'
GO0043525	60	90	0.0588	0.0337	0.8008	biological_process	'positive regulation of neuron apoptotic process'
GO0043202	4	6	0.0039	0.0022	0.8008	cellular_component	'lysosomal lumen'
GO0036120	4	6	0.0039	0.0022	0.8008	biological_process	'cellular response to platelet-derived growth factor stimulus'
GO0035914	2	3	0.0020	0.0011	0.8008	biological_process	'skeletal muscle cell differentiation'
GO0035909	4	6	0.0039	0.0022	0.8008	biological_process	'aorta morphogenesis'
GO0035793	4	6	0.0039	0.0022	0.8008	biological_process	'positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway'
GO0035791	4	6	0.0039	0.0022	0.8008	biological_process	'platelet-derived growth factor receptor-beta signaling pathway'
GO0035789	4	6	0.0039	0.0022	0.8008	biological_process	'metanephric mesenchymal cell migration'
GO0035788	4	6	0.0039	0.0022	0.8008	biological_process	'cell migration involved in metanephros development'
GO0035787	4	6	0.0039	0.0022	0.8008	biological_process	'cell migration involved in kidney development'
GO0035441	4	6	0.0039	0.0022	0.8008	biological_process	'cell migration involved in vasculogenesis'
GO0032971	2	3	0.0020	0.0011	0.8008	biological_process	'regulation of muscle filament sliding'
GO0032967	4	6	0.0039	0.0022	0.8008	biological_process	'positive regulation of collagen biosynthetic process'
GO0032965	4	6	0.0039	0.0022	0.8008	biological_process	'regulation of collagen biosynthetic process'
GO0032922	2	3	0.0020	0.0011	0.8008	biological_process	'circadian regulation of gene expression'
GO0030316	14	21	0.0137	0.0079	0.8008	biological_process	'osteoclast differentiation'
GO0030017	2	3	0.0020	0.0011	0.8008	cellular_component	'sarcomere'
GO0019693	32	48	0.0313	0.0180	0.8008	biological_process	'ribose phosphate metabolic process'
GO0014816	2	3	0.0020	0.0011	0.8008	biological_process	'skeletal muscle satellite cell differentiation'
GO0010714	4	6	0.0039	0.0022	0.8008	biological_process	'positive regulation of collagen metabolic process'
GO0010712	4	6	0.0039	0.0022	0.8008	biological_process	'regulation of collagen metabolic process'
GO0009259	32	48	0.0313	0.0180	0.8008	biological_process	'ribonucleotide metabolic process'
GO0009150	32	48	0.0313	0.0180	0.8008	biological_process	'purine ribonucleotide metabolic process'
GO0007274	2	3	0.0020	0.0011	0.8008	biological_process	'neuromuscular synaptic transmission'
GO0006163	32	48	0.0313	0.0180	0.8008	biological_process	'purine nucleotide metabolic process'
GO0006024	4	6	0.0039	0.0022	0.8008	biological_process	'glycosaminoglycan biosynthetic process'
GO0006023	4	6	0.0039	0.0022	0.8008	biological_process	'aminoglycan biosynthetic process'
GO0005019	4	6	0.0039	0.0022	0.8008	molecular_function	'platelet-derived growth factor beta-receptor activity'
GO0004992	4	6	0.0039	0.0022	0.8008	molecular_function	'platelet activating factor receptor activity'
GO0097190	196	295	0.1920	0.1106	0.7959	biological_process	'apoptotic signaling pathway'
GO0042770	53	80	0.0519	0.0300	0.7918	biological_process	'signal transduction in response to DNA damage'
GO0071407	41	62	0.0402	0.0232	0.7891	biological_process	'cellular response to organic cyclic compound'
GO0044707	650	983	0.6366	0.3684	0.7890	biological_process	'single-multicellular organism process'
GO0032501	650	983	0.6366	0.3684	0.7890	biological_process	'multicellular organismal process'
GO0071158	39	59	0.0382	0.0221	0.7885	biological_process	'positive regulation of cell cycle arrest'
GO0070664	39	59	0.0382	0.0221	0.7885	biological_process	'negative regulation of leukocyte proliferation'
GO0050672	39	59	0.0382	0.0221	0.7885	biological_process	'negative regulation of lymphocyte proliferation'
GO0032945	39	59	0.0382	0.0221	0.7885	biological_process	'negative regulation of mononuclear cell proliferation'
GO0030330	39	59	0.0382	0.0221	0.7885	biological_process	'DNA damage response, signal transduction by p53 class mediator'
GO0044087	160	243	0.1567	0.0911	0.7829	biological_process	'regulation of cellular component biogenesis'
GO0009991	52	79	0.0509	0.0296	0.7824	biological_process	'response to extracellular stimulus'
GO0010508	21	32	0.0206	0.0120	0.7781	biological_process	'positive regulation of autophagy'
GO0065003	219	334	0.2145	0.1252	0.7769	biological_process	'macromolecular complex assembly'
GO0050804	76	116	0.0744	0.0435	0.7757	biological_process	'regulation of synaptic transmission'
GO0035556	703	1074	0.6885	0.4025	0.7744	biological_process	'intracellular signal transduction'
GO0006975	53	81	0.0519	0.0304	0.7738	biological_process	'DNA damage induced protein phosphorylation'
GO0033043	230	352	0.2253	0.1319	0.7718	biological_process	'regulation of organelle organization'
GO0007420	98	150	0.0960	0.0562	0.7717	biological_process	'brain development'
GO0006928	456	700	0.4466	0.2624	0.7675	biological_process	'cellular component movement'
GO0030141	13	20	0.0127	0.0075	0.7643	cellular_component	'secretory granule'
GO0001669	13	20	0.0127	0.0075	0.7643	cellular_component	'acrosomal vesicle'
GO0071173	46	71	0.0451	0.0266	0.7596	biological_process	'spindle assembly checkpoint'
GO0045841	46	71	0.0451	0.0266	0.7596	biological_process	'negative regulation of mitotic metaphase/anaphase transition'
GO0030071	46	71	0.0451	0.0266	0.7596	biological_process	'regulation of mitotic metaphase/anaphase transition'
GO0007094	46	71	0.0451	0.0266	0.7596	biological_process	'mitotic spindle assembly checkpoint'
GO0032320	33	51	0.0323	0.0191	0.7577	biological_process	'positive regulation of Ras GTPase activity'
GO0090399	54	84	0.0529	0.0315	0.7483	biological_process	'replicative senescence'
GO0046488	72	112	0.0705	0.0420	0.7483	biological_process	'phosphatidylinositol metabolic process'
GO0044445	18	28	0.0176	0.0105	0.7483	cellular_component	'cytosolic part'
GO0006650	72	112	0.0705	0.0420	0.7483	biological_process	'glycerophospholipid metabolic process'
GO0006644	72	112	0.0705	0.0420	0.7483	biological_process	'phospholipid metabolic process'
GO0004715	120	187	0.1175	0.0701	0.7458	molecular_function	'non-membrane spanning protein tyrosine kinase activity'
GO0030183	25	39	0.0245	0.0146	0.7442	biological_process	'B cell differentiation'
GO0043405	198	309	0.1939	0.1158	0.7437	biological_process	'regulation of MAP kinase activity'
GO0004702	174	272	0.1704	0.1019	0.7413	molecular_function	'receptor signaling protein serine/threonine kinase activity'
GO0050869	39	61	0.0382	0.0229	0.7404	biological_process	'negative regulation of B cell activation'
GO0071174	46	72	0.0451	0.0270	0.7394	biological_process	'mitotic spindle checkpoint'
GO0005509	159	249	0.1557	0.0933	0.7387	molecular_function	'calcium ion binding'
GO0097285	60	94	0.0588	0.0352	0.7381	biological_process	'cell-type specific apoptotic process'
GO0065009	696	1093	0.6817	0.4097	0.7346	biological_process	'regulation of molecular function'
GO0046822	28	44	0.0274	0.0165	0.7337	biological_process	'regulation of nucleocytoplasmic transport'
GO0000940	7	11	0.0069	0.0041	0.7337	cellular_component	'condensed chromosome outer kinetochore'
GO0000777	7	11	0.0069	0.0041	0.7337	cellular_component	'condensed chromosome kinetochore'
GO0044764	54	85	0.0529	0.0319	0.7313	biological_process	'multi-organism cellular process'
GO0044419	54	85	0.0529	0.0319	0.7313	biological_process	'interspecies interaction between organisms'
GO0044403	54	85	0.0529	0.0319	0.7313	biological_process	'symbiosis, encompassing mutualism through parasitism'
GO0016032	54	85	0.0529	0.0319	0.7313	biological_process	'viral process'
GO0018193	568	896	0.5563	0.3358	0.7282	biological_process	'peptidyl-amino acid modification'
GO0071822	246	389	0.2409	0.1458	0.7247	biological_process	'protein complex subunit organization'
GO0051246	678	1073	0.6641	0.4022	0.7235	biological_process	'regulation of protein metabolic process'
GO0090199	24	38	0.0235	0.0142	0.7228	biological_process	'regulation of release of cytochrome c from mitochondria'
GO0080090	888	1407	0.8697	0.5274	0.7218	biological_process	'regulation of primary metabolic process'
GO0060255	911	1453	0.8923	0.5446	0.7123	biological_process	'regulation of macromolecule metabolic process'
GO0070663	45	72	0.0441	0.0270	0.7077	biological_process	'regulation of leukocyte proliferation'
GO0050670	45	72	0.0441	0.0270	0.7077	biological_process	'regulation of lymphocyte proliferation'
GO0032944	45	72	0.0441	0.0270	0.7077	biological_process	'regulation of mononuclear cell proliferation'
GO0006820	5	8	0.0049	0.0030	0.7077	biological_process	'anion transport'
GO0043933	246	395	0.2409	0.1481	0.7026	biological_process	'macromolecular complex subunit organization'
GO0030198	28	45	0.0274	0.0169	0.7013	biological_process	'extracellular matrix organization'
GO0030030	135	217	0.1322	0.0813	0.7010	biological_process	'cell projection organization'
GO1902100	46	74	0.0451	0.0277	0.6999	biological_process	'negative regulation of metaphase/anaphase transition of cell cycle'
